,count,tag,poiId,shopName,_id
9,12,分量少,40363164,巴啡休闲奶啡,5ddba67f78246f4814ed0f38
,count,tag,poiId,shopName,_id
0,195,味道赞,2222578,南北茶点,5ddba6eb78246f4814ed1227
1,167,菜品不错,2222578,南北茶点,5ddba6eb78246f4814ed1228
2,120,上菜快,2222578,南北茶点,5ddba6eb78246f4814ed1229
3,106,回头客,2222578,南北茶点,5ddba6eb78246f4814ed122a
4,90,点心好,2222578,南北茶点,5ddba6eb78246f4814ed122b
5,4,牛肉赞,2222578,南北茶点,5ddba6eb78246f4814ed122c
6,3,海鲜棒,2222578,南北茶点,5ddba6eb78246f4814ed122d
7,35,下午茶,2222578,南北茶点,5ddba6eb78246f4814ed122e
8,127,性价比低,2222578,南北茶点,5ddba6eb78246f4814ed122f
9,28,分量少,2222578,南北茶点,5ddba6eb78246f4814ed1230
,count,tag,poiId,shopName,_id
0,43,味道赞,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c1
1,39,服务热情,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c2
2,17,性价比高,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c3
3,11,价格实惠,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c4
4,9,菜品不错,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c5
5,8,上菜快,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c6
6,8,干净整洁,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c7
7,7,回头客,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c8
8,3,点心好,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18c9
9,7,分量少,6566394,正宗普宁豆干坊,5ddba6f978246f4814ed18ca
,count,tag,poiId,shopName,_id
0,31,上菜快,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19c5
1,27,点心好,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19c6
2,19,回头客,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19c7
3,9,交通便利,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19c8
4,7,停车方便,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19c9
5,5,海鲜棒,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19ca
6,3,高大上,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19cb
7,11,下午茶,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19cc
8,4,现做现卖,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19cd
9,3,家庭聚餐,6682560,金海湾大酒店金荷厅,5ddba71e78246f4814ed19ce
,count,tag,poiId,shopName,_id
0,34,服务热情,41203706,渔家鱼排,5ddba72278246f4814ed1c9f
1,18,味道赞,41203706,渔家鱼排,5ddba72278246f4814ed1ca0
2,12,海鲜棒,41203706,渔家鱼排,5ddba72278246f4814ed1ca1
3,10,环境优雅,41203706,渔家鱼排,5ddba72278246f4814ed1ca2
4,9,上菜快,41203706,渔家鱼排,5ddba72278246f4814ed1ca3
5,8,菜品健康,41203706,渔家鱼排,5ddba72278246f4814ed1ca4
6,5,分量足,41203706,渔家鱼排,5ddba72278246f4814ed1ca5
7,3,体验很棒,41203706,渔家鱼排,5ddba72278246f4814ed1ca6
8,5,螃蟹,41203706,渔家鱼排,5ddba72278246f4814ed1ca7
9,4,性价比低,41203706,渔家鱼排,5ddba72278246f4814ed1ca8
,count,tag,poiId,shopName,_id
0,84,服务热情,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cf9
1,76,味道赞,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cfa
2,38,牛肉赞,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cfb
3,23,性价比高,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cfc
4,9,饮品赞,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cfd
5,6,回头客,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cfe
6,61,菜品卖相不佳,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1cff
7,55,环境一般,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1d00
8,52,分量少,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1d01
9,22,上菜慢,933376,福合埕牛肉丸（金新南路店）,5ddba74478246f4814ed1d02
,count,tag,poiId,shopName,_id
0,24,服务热情,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f83
1,16,性价比高,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f84
2,13,味道赞,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f85
3,7,价格实惠,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f86
4,6,菜品精致,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f87
5,3,分量足,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f88
6,3,干净整洁,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f89
7,6,位置好找,41073734,大目新鲜水果盘,5ddba74b78246f4814ed1f8a
,count,tag,poiId,shopName,_id
0,65,服务热情,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed200d
1,39,味道赞,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed200e
2,19,饮品赞,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed200f
3,18,环境优雅,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2010
4,16,性价比高,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2011
5,12,上菜快,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2012
6,9,体验很棒,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2013
7,7,回头客,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2014
8,6,价格实惠,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2015
9,3,菜品精致,41192880,禧御贡茶（和翔店）,5ddba76578246f4814ed2016
,count,tag,poiId,shopName,_id
0,30,服务热情,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed2189
1,27,性价比高,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218a
2,18,味道赞,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218b
3,18,价格实惠,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218c
4,14,上菜快,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218d
5,12,环境优雅,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218e
6,8,肉类好,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed218f
7,4,交通便利,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed2190
8,4,分量足,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed2191
9,6,装修好看,41337827,艾比客（麻辣街分店）,5ddba76e78246f4814ed2192
,count,tag,poiId,shopName,_id
0,367,环境优雅,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2233
1,120,菜品精致,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2234
2,87,饮品赞,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2235
3,46,回头客,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2236
4,36,肉类好,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2237
5,17,主食赞,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2238
6,6,高大上,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed2239
7,14,闺蜜聚会,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed223a
8,12,朋友聚餐,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed223b
9,45,上菜慢,40734858,艾乐优音乐主题餐厅,5ddba7e278246f4814ed223c
,count,tag,poiId,shopName,_id
0,139,服务热情,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed2869
1,98,味道赞,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286a
2,68,肉类好,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286b
3,31,饮品赞,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286c
4,19,上菜快,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286d
5,19,回头客,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286e
6,11,菜品精致,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed286f
7,9,主食赞,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed2870
8,3,深夜食堂,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed2871
9,7,分量少,42021305,星期八 休闲站（峡华店）,5ddba81178246f4814ed2872
,count,tag,poiId,shopName,_id
0,20,味道赞,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b7f
1,10,服务热情,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b80
2,8,菜品精致,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b81
3,7,性价比高,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b82
4,5,体验很棒,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b83
5,3,上菜快,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b84
6,3,回头客,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b85
7,3,价格实惠,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b86
8,7,环境一般,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b87
9,3,分量少,52965765,丰记砂锅粥,5ddba81a78246f4814ed2b88
,count,tag,poiId,shopName,_id
0,43,服务热情,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c0b
1,24,味道赞,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c0c
2,19,性价比高,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c0d
3,12,价格实惠,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c0e
4,6,饮品赞,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c0f
5,5,回头客,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c10
6,5,菜品精致,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c11
7,6,环境一般,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c12
8,4,装修好看,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c13
9,8,分量少,6500007,汕头市乐圆屋,5ddba82278246f4814ed2c14
,count,tag,poiId,shopName,_id
0,31,服务热情,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cb5
1,30,味道赞,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cb6
2,12,上菜快,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cb7
3,11,价格实惠,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cb8
4,10,菜品精致,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cb9
5,10,性价比高,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cba
6,8,回头客,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cbb
7,8,分量足,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cbc
8,3,干净整洁,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cbd
9,3,装修好看,40232384,勇超酸菜鱼（凤新店）,5ddba82d78246f4814ed2cbe
,count,tag,poiId,shopName,_id
0,33,环境优雅,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d7d
1,28,服务热情,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d7e
2,12,味道赞,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d7f
3,9,性价比高,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d80
4,7,回头客,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d81
5,5,价格实惠,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d82
6,4,干净整洁,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d83
7,17,菜品少,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d84
8,4,空间大,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d85
9,4,体验一般,2222411,金海湾大酒店可园餐厅,5ddba83778246f4814ed2d86
,count,tag,poiId,shopName,_id
0,83,服务热情,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e09
1,48,味道赞,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0a
2,37,性价比高,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0b
3,24,环境优雅,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0c
4,20,上菜快,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0d
5,9,肉类好,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0e
6,8,回头客,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e0f
7,8,分量足,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e10
8,7,菜品精致,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e11
9,7,饮品赞,4209837,约客汉堡（莲下店）,5ddba84978246f4814ed2e12
,count,tag,poiId,shopName,_id
0,40,服务热情,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f67
1,32,味道赞,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f68
2,15,性价比高,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f69
3,13,价格实惠,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6a
4,11,上菜快,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6b
5,11,回头客,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6c
6,8,分量足,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6d
7,7,菜品精致,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6e
8,6,环境优雅,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f6f
9,16,位置好找,41053443,德诚正宗桂林米粉（衡山路店）,5ddba85378246f4814ed2f70
,count,tag,poiId,shopName,_id
0,274,环境优雅,2223554,梦之湖水都,5ddba8d178246f4814ed302f
1,132,水干净,2223554,梦之湖水都,5ddba8d178246f4814ed3030
2,51,地方赞,2223554,梦之湖水都,5ddba8d178246f4814ed3031
3,3,高大上,2223554,梦之湖水都,5ddba8d178246f4814ed3032
4,3,交通便利,2223554,梦之湖水都,5ddba8d178246f4814ed3033
5,15,水凉,2223554,梦之湖水都,5ddba8d178246f4814ed3034
6,91,价格高,2223554,梦之湖水都,5ddba8d178246f4814ed3035
7,19,水脏,2223554,梦之湖水都,5ddba8d178246f4814ed3036
8,14,项目少,2223554,梦之湖水都,5ddba8d178246f4814ed3037
9,6,场地差,2223554,梦之湖水都,5ddba8d178246f4814ed3038
,count,tag,poiId,shopName,_id
0,9,服务热情,42768217,好客牛肉,5ddba8d578246f4814ed370f
1,6,价格实惠,42768217,好客牛肉,5ddba8d578246f4814ed3710
2,6,性价比高,42768217,好客牛肉,5ddba8d578246f4814ed3711
3,5,味道赞,42768217,好客牛肉,5ddba8d578246f4814ed3712
4,4,牛肉赞,42768217,好客牛肉,5ddba8d578246f4814ed3713
5,3,回头客,42768217,好客牛肉,5ddba8d578246f4814ed3714
6,7,菜品卖相不佳,42768217,好客牛肉,5ddba8d578246f4814ed3715
7,4,环境一般,42768217,好客牛肉,5ddba8d578246f4814ed3716
8,4,装修好看,42768217,好客牛肉,5ddba8d578246f4814ed3717
9,3,分量少,42768217,好客牛肉,5ddba8d578246f4814ed3718
,count,tag,poiId,shopName,_id
0,25,服务热情,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed3755
1,18,味道赞,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed3756
2,15,环境优雅,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed3757
3,11,性价比高,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed3758
4,6,肉类好,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed3759
5,6,饮品赞,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed375a
6,4,回头客,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed375b
7,4,分量足,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed375c
8,3,菜品精致,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed375d
9,8,上菜慢,50872278,potato狂薯（东厦店）,5ddba8de78246f4814ed375e
,count,tag,poiId,shopName,_id
0,18,环境优雅,5932603,美式牛房,5ddba8e278246f4814ed3813
1,10,服务热情,5932603,美式牛房,5ddba8e278246f4814ed3814
2,8,高大上,5932603,美式牛房,5ddba8e278246f4814ed3815
3,7,牛肉赞,5932603,美式牛房,5ddba8e278246f4814ed3816
4,7,性价比高,5932603,美式牛房,5ddba8e278246f4814ed3817
5,6,味道赞,5932603,美式牛房,5ddba8e278246f4814ed3818
6,5,菜品精致,5932603,美式牛房,5ddba8e278246f4814ed3819
7,4,上菜快,5932603,美式牛房,5ddba8e278246f4814ed381a
8,3,分量少,5932603,美式牛房,5ddba8e278246f4814ed381b
9,3,价格高,5932603,美式牛房,5ddba8e278246f4814ed381c
,count,tag,poiId,shopName,_id
0,16,服务热情,5576684,绿茵私房菜,5ddba8e578246f4814ed3859
1,10,味道赞,5576684,绿茵私房菜,5ddba8e578246f4814ed385a
2,8,菜品健康,5576684,绿茵私房菜,5ddba8e578246f4814ed385b
3,7,肉类好,5576684,绿茵私房菜,5ddba8e578246f4814ed385c
4,6,性价比高,5576684,绿茵私房菜,5ddba8e578246f4814ed385d
5,6,体验很棒,5576684,绿茵私房菜,5ddba8e578246f4814ed385e
6,6,摆盘精美,5576684,绿茵私房菜,5ddba8e578246f4814ed385f
7,5,上菜快,5576684,绿茵私房菜,5ddba8e578246f4814ed3860
8,8,环境一般,5576684,绿茵私房菜,5ddba8e578246f4814ed3861
9,4,装修好看,5576684,绿茵私房菜,5ddba8e578246f4814ed3862
,count,tag,poiId,shopName,_id
0,26,味道赞,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38a9
1,24,性价比高,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38aa
2,21,服务热情,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38ab
3,16,价格实惠,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38ac
4,11,分量足,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38ad
5,10,点心好,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38ae
6,8,菜品精致,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38af
7,7,肉类好,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38b0
8,5,回头客,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38b1
9,3,上菜快,2222221,三身人金新肠粉（丹霞店）,5ddba8ee78246f4814ed38b2
,count,tag,poiId,shopName,_id
0,10,服务热情,50216760,锋记鱼粥,5ddba8f278246f4814ed395d
1,7,肉类好,50216760,锋记鱼粥,5ddba8f278246f4814ed395e
2,7,味道赞,50216760,锋记鱼粥,5ddba8f278246f4814ed395f
3,6,价格实惠,50216760,锋记鱼粥,5ddba8f278246f4814ed3960
4,5,干净整洁,50216760,锋记鱼粥,5ddba8f278246f4814ed3961
5,3,菜品健康,50216760,锋记鱼粥,5ddba8f278246f4814ed3962
6,4,环境一般,50216760,锋记鱼粥,5ddba8f278246f4814ed3963
7,6,性价比低,50216760,锋记鱼粥,5ddba8f278246f4814ed3964
8,3,分量少,50216760,锋记鱼粥,5ddba8f278246f4814ed3965
""
,count,tag,poiId,shopName,_id
0,773,回头客,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39ab
1,467,肉类好,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39ac
2,128,上菜快,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39ad
3,24,停车方便,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39ae
4,152,朋友聚餐,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39af
5,43,家庭聚餐,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39b0
6,25,闺蜜聚会,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39b1
7,4,现做现卖,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39b2
8,3,下午茶,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39b3
9,3,公司聚餐,6666496,牛太郎（环山路店）,5ddbac9c78246f4814ed39b4
,count,tag,poiId,shopName,_id
0,719,肉类好,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed787b
1,361,菜品不错,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed787c
2,358,回头客,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed787d
3,262,上菜快,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed787e
4,134,点心好,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed787f
5,115,海鲜棒,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed7880
6,89,分量足,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed7881
7,7,主食赞,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed7882
8,10,朋友聚餐,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed7883
9,10,家庭聚餐,42989888,云南原生态石锅坊·渔珺传奇,5ddbada078246f4814ed7884
,count,tag,poiId,shopName,_id
0,4,味道赞,165484223,欢乐星复合式西餐厅（峡山店）,5ddbada478246f4814ed8a37
1,4,环境优雅,165484223,欢乐星复合式西餐厅（峡山店）,5ddbada478246f4814ed8a38
2,3,主食赞,165484223,欢乐星复合式西餐厅（峡山店）,5ddbada478246f4814ed8a39
,count,tag,poiId,shopName,_id
0,1716,味道赞,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a76
1,733,回头客,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a77
2,691,菜品健康,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a78
3,63,上菜快,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a79
4,34,停车方便,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7a
5,18,高大上,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7b
6,58,朋友聚餐,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7c
7,49,家庭聚餐,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7d
8,12,现做现卖,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7e
9,6,闺蜜聚会,42380520,新梅园圆通素食,5ddbb0a278246f4814ed8a7f
,count,tag,poiId,shopName,_id
0,274,味道赞,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb4
1,256,牛肉赞,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb5
2,138,上菜快,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb6
3,70,回头客,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb7
4,14,饮品赞,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb8
5,19,弄堂小店,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfb9
6,4,朋友聚餐,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfba
7,104,性价比低,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfbb
8,62,分量少,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfbc
9,29,停车不便,2221717,八合里海记牛肉店（八合里总店）,5ddbb11a78246f4814edbfbd
,count,tag,poiId,shopName,_id
0,149,菜品不错,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f2
1,132,回头客,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f3
2,73,肉类好,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f4
3,11,停车方便,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f5
4,8,高大上,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f6
5,10,朋友聚餐,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f7
6,10,家庭聚餐,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f8
7,266,性价比低,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7f9
8,78,上菜慢,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7fa
9,65,分量少,70538352,同仁四季音乐主题餐厅（峡门店）,5ddbb1cd78246f4814edc7fb
,count,tag,poiId,shopName,_id
0,4,服务热情,40297229,东明牛肉火锅,5ddbb1ce78246f4814edd44a
,count,tag,poiId,shopName,_id
0,155,上菜快,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd450
1,97,回头客,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd451
2,68,停车方便,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd452
3,23,高大上,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd453
4,7,海鲜棒,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd454
5,38,下午茶,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd455
6,6,现做现卖,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd456
7,4,朋友聚餐,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd457
8,3,家庭聚餐,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd458
9,44,分量少,40709625,君潮港式茶楼（汕樟店）,5ddbb26078246f4814edd459
,count,tag,poiId,shopName,_id
0,180,服务热情,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd88
1,116,环境优雅,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd89
2,80,饮品赞,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8a
3,80,味道赞,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8b
4,48,性价比高,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8c
5,46,回头客,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8d
6,31,上菜快,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8e
7,23,分量足,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd8f
8,11,菜品精致,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd90
9,5,朋友聚餐,50446321,御可贡茶（金新店）,5ddbb2a178246f4814eddd91
,count,tag,poiId,shopName,_id
0,114,回头客,67704428,前派外带寿司,5ddbb32f78246f4814ede1ca
1,48,肉类好,67704428,前派外带寿司,5ddbb32f78246f4814ede1cb
2,5,停车方便,67704428,前派外带寿司,5ddbb32f78246f4814ede1cc
3,22,现做现卖,67704428,前派外带寿司,5ddbb32f78246f4814ede1cd
4,11,闺蜜聚会,67704428,前派外带寿司,5ddbb32f78246f4814ede1ce
5,10,下午茶,67704428,前派外带寿司,5ddbb32f78246f4814ede1cf
6,10,朋友聚餐,67704428,前派外带寿司,5ddbb32f78246f4814ede1d0
7,7,文艺清新,67704428,前派外带寿司,5ddbb32f78246f4814ede1d1
8,99,上菜慢,67704428,前派外带寿司,5ddbb32f78246f4814ede1d2
9,46,分量少,67704428,前派外带寿司,5ddbb32f78246f4814ede1d3
,count,tag,poiId,shopName,_id
