,poiId,frontImg,title,avgScore,allCommentNum,address,avgPrice,dealList,hasAds,adsClickUrl,adsShowUrl,_id
10,41869887,http://p1.meituan.net/600.600/mogu/457a2f68da420b946d4de850a2aed8f041896.jpg,唐菓蜜·猪扒包·卤肉卷,4.9,6086,潮南区峡山街道拱桥广祥路258号首层,14,[],False,,,5dda9539a1ec47d57f112f99
11,52593417,http://p0.meituan.net/600.600/deal/49cc9443d0bcc0d9b056586f230a5bc5242380.jpg,武夷贡茶（谷饶店）,4.4,1777,潮阳区谷饶镇有源路304号,19,[],False,,,5dda9539a1ec47d57f112f9a
12,193289132,https://img.meituan.net/180.180/msmerchant/2d807712dccb547156ce132bf42e92015441413.jpg@600w_600h_1l,朵客DUOKE（卜蜂中心店）,3.8,65,金平区东厦北路175号星汇国际花园商业楼103号之三商铺,21,[],True,https://mlog.dianping.com/api/cpv/billing?ad_cj=5UkNSgt5X-AdW8FKAtzEe5u-GVkt2FXabxNL1mA0Bvo2mleOq68RqTNRxE4RBIVfkD4cUJW6qlBDya4JcJ1BVSBcXm87JX4UGhqgcQ0B6bKDH6Wpm1EAbxelEYKtPW76-gPden5JRwoh2zJw5z6fEXMpfifvqYZ9v5hRbBo7tOtXy8iBArHWndm7U-pRS6ABOtMbvBNpnE45WHKa15D-S0HttrvYuUnOSIhYGMpNQ-xF1LLfkZMtCJEOvGkwrMxIoPWX1blm5PxkRROJFnsH1fzRIkn3rP01z3kKIorFYZYFZWO64M-FsCoasU6IgmwsUpvMUAsxW1eCLN9mpoHdqDIRDCjui--7UhRM1_DeEyhFIUYi4_mMdjtYDZ6Yh44Fe5S3Fg&sver=2&ad_v=1&ad_ci=5UkNSgtrg1xNc54wQd_UZ9qBUlrSao2ZSrZ6ZytBcpL07DsnZOYgb48sBAmYsw1WBm5KkGgOsZHFzZVEVAVVGQdu6TO24NOv1g&act=2,https://mlog.dianping.com/api/cpv/action?ad_cj=5UkNSgt5X-AdW8FKAtzEe5u-GVkt2FXabxNL1mA0Bvo2mleOq68RqTNRxE4RBIVfkD4cUJW6qlBDya4JcJ1BVSBcXm87JX4UGhqgcQ0B6bKDH6Wpm1EAbxelEYKtPW76-gPden5JRwoh2zJw5z6fEXMpfifvqYZ9v5hRbBo7tOtXy8iBArHWndm7U-pRS6ABOtMbvBNpnE45WHKa15D-S0HttrvYuUnOSIhYGMpNQ-xF1LLfkZMtCJEOvGkwrMxIoPWX1blm5PxkRROJFnsH1fzRIkn3rP01z3kKIorFYZYFZWO64M-FsCoasU6IgmwsUpvMUAsxW1eCLN9mpoHdqDIRDCjui--7UhRM1_DeEyhFIUYi4_mMdjtYDZ6Yh44Fe5S3Fg&sver=2&ad_v=1&ad_ci=5UkNSgtrg1xNc54wQd_UZ9qBUlrSao2ZSrZ6ZytBcpL07DsnZOYgb48sBAmYsw1WBm5KkGgOsZHFzZVEVAVVGQdu6TO24NOv1g&act=3,5dda9539a1ec47d57f112f9b
13,6891322,http://p1.meituan.net/600.600/mogu/3d3ab342b9bfff1df53ecde8410621e391218.jpg,丹喜面包（金凤店）,4.2,1176,金平区中山路3号10房之一（近金凤坛）,10,[],False,,,5dda9539a1ec47d57f112f9c
14,5809680,http://p1.meituan.net/600.600/msmerchant/915e7c536978cfc41b63967e09ab604987474.jpg,美合蛋糕坊,5.0,542,金平区金韩路三横2号,0,[],False,,,5dda9539a1ec47d57f112f9d
15,1112394993,https://img.meituan.net/180.180/msmerchant/2d807712dccb547156ce132bf42e92015441413.jpg@600w_600h_1l,朵客DUOKE·速唛（金新店）,3.5,1,金平区金新路95号临街铺面102号,20,[],True,https://mlog.dianping.com/api/cpv/billing?ad_cj=xasP3ACpWS-E69Zab3EjeFbPiFDk05rO-eagQ8tYVnSu7amIPF9Oxdg4L27oWVNbLjPk-9Kq1kSKqnU2MZXiCdopxZoEbZ6eE5EGUNtsOkBZa5I7lGVCPUTcVZNiW0JRVoNyucd4OtFj34WEV0U17Gc7HLWwGpf5sI1hlPaGmjKKxnXyYz0J0W58J822EvdiJ_Z7Zp2E-f8zNW3M9YZLFl0Jqe9RZGkqACWv8fNAgq7tDiLxXrUbutAniQzme6mpVH9KYoVQkRjmzeBuxsbOD74FDrxc77BW2BsNABFBAaPL1dC70m3RSrJqwE2oZNEV_Crt_6BO4vQp5dH1YWfig6T-IdpraF6_gYNndHidO2AZsj_w0xsOMOSyNWQr8QeBHpo4&sver=2&ad_v=1&ad_ci=xasP3AC7hZPUDSymFYckRaMg3cfirC0dKAaTvZfnxXjG-4ME1CciQP4Gx8tCfL9edFh_TlY2usDT3HSV6AKM7fdxChpMWFUp-ik&act=2,https://mlog.dianping.com/api/cpv/action?ad_cj=xasP3ACpWS-E69Zab3EjeFbPiFDk05rO-eagQ8tYVnSu7amIPF9Oxdg4L27oWVNbLjPk-9Kq1kSKqnU2MZXiCdopxZoEbZ6eE5EGUNtsOkBZa5I7lGVCPUTcVZNiW0JRVoNyucd4OtFj34WEV0U17Gc7HLWwGpf5sI1hlPaGmjKKxnXyYz0J0W58J822EvdiJ_Z7Zp2E-f8zNW3M9YZLFl0Jqe9RZGkqACWv8fNAgq7tDiLxXrUbutAniQzme6mpVH9KYoVQkRjmzeBuxsbOD74FDrxc77BW2BsNABFBAaPL1dC70m3RSrJqwE2oZNEV_Crt_6BO4vQp5dH1YWfig6T-IdpraF6_gYNndHidO2AZsj_w0xsOMOSyNWQr8QeBHpo4&sver=2&ad_v=1&ad_ci=xasP3AC7hZPUDSymFYckRaMg3cfirC0dKAaTvZfnxXjG-4ME1CciQP4Gx8tCfL9edFh_TlY2usDT3HSV6AKM7fdxChpMWFUp-ik&act=3,5dda9539a1ec47d57f112f9e
16,2222696,https://img.meituan.net/600.600/msmerchant/bf050ff8e0cb4b1b23996f3115f42deb259178.jpg,佳利饼家（文光店）,3.9,1694,潮阳区亭脚路影剧院对面,2,[],False,,,5dda9539a1ec47d57f112f9f
17,933468,http://p1.meituan.net/600.600/dealwatera/035013fe665c0158dd0d4d4661a0a65169021.jpg,斗笠翁烤活鱼（汕头旗舰店）,4.2,2058,金平区金环南路水仙园40-41栋4-5号（近海棠园）,62,[],False,,,5dda9539a1ec47d57f112fa0
18,52807281,http://p0.meituan.net/600.600/deal/0a0ff1dd68d32b5ceec4358aabfb257e87343.jpg,海角七号,4.7,467,金平区龙眼南路龙眼园北区8栋106（大树国新药店隔壁）太阳红堡店正对面,10,[],False,,,5dda9539a1ec47d57f112fa1
19,4281380,http://p1.meituan.net/600.600/deal/__43835369__4542855.jpg,华荣西饼屋（和惠店）,4.0,4295,潮阳区和平镇和惠路146号,10,[],False,,,5dda9539a1ec47d57f112fa2
20,41136323,http://p0.meituan.net/600.600/deal/9f26779548b608f9237410b7e9754f3b61914.jpg,鸳鸯奶茶,5.0,928,潮南区峡山街道恩波路过桥尾段（即金波园正对面）,17,[],False,,,5dda9539a1ec47d57f112fa3
21,6172056,http://p1.meituan.net/600.600/deal/__46622757__6904112.jpg,闺蜜寿司,4.5,1367,龙湖区丰泽庄西区19栋铺面（长平路老万客隆后面，润泽酒楼旁边巷子）,43,[],False,,,5dda9539a1ec47d57f112fa4
22,41583252,http://p0.meituan.net/600.600/deal/00d711b99ba375f1fa17c417fc0a0423278090.jpg,阿鲁酸菜鱼,4.2,1612,龙湖区珠江路144号（妈屿鱼仔村对面）,47,[],False,,,5dda9539a1ec47d57f112fa5
23,41643421,http://p0.meituan.net/600.600/shaitu/4d6d80474a3922344e7a0cb485c199fb106693.jpg,老树咖啡（峡山店）,4.2,9026,潮南区广祥路585-589号（基督教会旁）,50,[],False,,,5dda9539a1ec47d57f112fa6
24,41971535,https://img.meituan.net/600.600/msmerchant/c61f074c275d49242de53b82dbba0daa56243.jpg,味都寿司（峡山店）,4.3,6526,潮南区峡山街道朝阳路96号（原水果路）,29,[],False,,,5dda9539a1ec47d57f112fa7
25,4991613,http://p0.meituan.net/600.600/mogu/87d6e4fec6a01595a0cc9aa5f0604a38108644.jpg,松田寿司屋,4.2,292,龙湖区金砂东路112号金都园大厦（全球通大厦对面/爽客隔壁）,56,[],False,,,5dda9539a1ec47d57f112fa8
26,41228171,http://p0.meituan.net/600.600/poi/85e6c3caf1df115b194770e0c83fab57226834.png,御可贡茶（新一城一楼总店）,3.9,5691,龙湖区长江路23号新一城2座1楼（合胜影城门口）,13,[],False,,,5dda9539a1ec47d57f112fa9
27,41660040,http://p0.meituan.net/600.600/deal/029daead16675839cdf82fe9199ab2ba256025.jpg,盛味堂（合胜店）,4.0,2320,龙湖区长江路31号合胜百货五A美食广场,80,[],False,,,5dda9539a1ec47d57f112faa
28,42880579,http://p0.meituan.net/600.600/deal/d48f9892e717cc819846d1fea6f6cced231620.jpg,欢顺大排档（南澳店）,5.0,198,南澳县深澳336省道（深澳派出所旁永达餐厅斜对面））,63,[],False,,,5dda9539a1ec47d57f112fab
29,50743453,http://p0.meituan.net/600.600/deal/a0883b5f0ed3d2e727cb884551d2b18896508.jpg,美味轩砂锅粥,4.8,24,潮南区三联路司马浦镇下桥路口佳友超市北边,33,[],False,,,5dda9539a1ec47d57f112fac
30,41258601,https://img.meituan.net/600.600/msmerchant/169483bd1cd0108069d4673960277dbb104618.jpg,艾觅 休闲奶啡,4.2,678,潮南区峡安路4号（泗河村路口）,20,[],False,,,5dda9539a1ec47d57f112fad
31,41615364,https://img.meituan.net/600.600/msmerchant/b18f7c05baae8f58c2f4a64abcd8e67a124605.jpg,麦利莱西饼屋（谷贵路）,4.1,854,潮阳区潮阳区上堡路段153号,10,[],False,,,5dda9539a1ec47d57f112fae
32,6471463,https://img.meituan.net/600.600/msmerchant/f9a1d16ed599e264d6be30e5cd3981b291020.jpg,豪尚豪牛排（汕樟店）,4.4,3478,金平区汕樟路16号,57,[],False,,,5dda9539a1ec47d57f112faf
33,4854346,https://img.meituan.net/600.600/msmerchant/33056487e3626626942c02edc6f91e2f176267.jpg,艾诺玛休闲餐厅（南和店）,3.9,4414,潮阳区文光街道亭脚路南和园17幢45号,35,[],False,,,5dda9539a1ec47d57f112fb0
34,67679113,http://qcloud.dpfile.com/pc/Rs3nQDif8uHb00k3v-krgHYUZcAjBVBeBVc74OWSpndTivzwYZTKTW3uI50gWd-bmXKqvF8xz-Pgbz9r8ffpSA.jpg,四云奶盖贡茶漾漾好（苏宁店）,4.1,6183,龙湖区长平路90号苏宁广场3层DZS301号商铺,15,[],False,,,5dda9539a1ec47d57f112fb1
35,41478462,http://p0.meituan.net/600.600/deal/49afae2fa57fcff6f31eda6235fdd0f3413965.jpg,海盗船烤鱼（广祥店）,3.8,7735,潮南区峡山街道广祥路95-99号,57,[],False,,,5dda9539a1ec47d57f112fb2
36,42095697,http://p0.meituan.net/600.600/deal/e321d65b21cc89f3a7621644f04e540998942.jpg,好味道砂锅粥,3.3,4180,潮南区峡山街道汕尾广兴路东糊涂酒吧后面七公旁边,40,[],False,,,5dda9539a1ec47d57f112fb3
37,5780988,http://p1.meituan.net/600.600/deal/2e9a47f473e34d351daa76c21b49fd78108511.jpg,歌顿,5.0,140,金平区新美路1号105（金新路和二奶街交界处第二技工学校正对面）,27,[],False,,,5dda9539a1ec47d57f112fb4
38,4344182,https://img.meituan.net/600.600/msmerchant/9931ea568c6d0c505d5f57c29865dac5225627.jpg,醉猫烤鱼（峡山店）,4.0,3421,潮南区广祥路23-27号,50,[],False,,,5dda9539a1ec47d57f112fb5
39,4225185,https://img.meituan.net/600.600/msmerchant/65121efa33ce4ee8817a9f5808fee480122943.png,荣诚饼家（峡山店）,4.0,1600,潮南区峡山镇广群553、555、557号,19,[],False,,,5dda9539a1ec47d57f112fb6
40,41565069,http://p1.meituan.net/600.600/deal/755589e78a9131e72bd66b2d6410129f67563.jpg,阿古鸡炉,4.5,877,澄海区凤新一路栢福超市对面,37,[],False,,,5dda9539a1ec47d57f112fb7
41,42902743,http://p0.meituan.net/600.600/deal/19179a9659329c492bdd627f6ca4055e20356.jpg,OK椰饭,3.9,340,龙湖区华美花园24栋08号,19,[],False,,,5dda9539a1ec47d57f112fb8
42,41869465,http://p1.meituan.net/600.600/deal/b5f60a966ce71bafb0a0d725b568dbf283398.jpg,伊嘉亲蛋糕披萨烘焙站,4.9,409,龙湖区紫云庄37栋108室,15,[],False,,,5dda9539a1ec47d57f112fb9
43,6453273,http://p0.meituan.net/600.600/apiback/945c2f82699f3f3fc7734dbaa669783938068.jpg,佐敦茶餐厅（谷饶店）,4.4,2148,潮阳区谷饶阳光百汇购物商场3楼,35,[],False,,,5dda9539a1ec47d57f112fba
44,50531932,http://p1.meituan.net/600.600/deal/55ec5f2d648197ef13eed0662490c92c119177.jpg,中国贡茶（步行街店）,3.7,562,金平区华侨新村步行街15号04-05铺面,14,[],False,,,5dda9539a1ec47d57f112fbb
45,52934789,http://p0.meituan.net/600.600/deal/d4a80e0b856d38c82052e997673fa4b2411121.jpg,辣皇尚麻辣香锅,4.3,991,潮南区峡山街道南里长虹路316号,42,[],False,,,5dda9539a1ec47d57f112fbc
46,41989250,http://p1.meituan.net/600.600/mogu/a9167941a6c9413b322a30b9096fdec0324342.png,半糖主义（广祥路店）,3.7,1444,潮南区峡山街道南里广祥路370号,29,[],False,,,5dda9539a1ec47d57f112fbd
47,4780520,http://p1.meituan.net/600.600/deal/47f927bba48a40cdb775c6f03737b1be237195.jpg,上岛咖啡（雍景店）,3.5,1531,潮南区324国道雍景豪庭旁,50,[],False,,,5dda9539a1ec47d57f112fbe
